,target_loc,Coordinates,latitude,longitude
4267,"St. John the Baptist, Louisiana","(30.1141748, -90.5276838)",30.1141748,-90.5276838
4268,"Bristol Community College, Massachusetts","(41.7039912, -71.1567118)",41.7039912,-71.1567118
4269,"Nahant, Massachusetts","(42.4264859, -70.9189371)",42.4264859,-70.9189371
4270,"Rockport, Massachusetts","(42.6556507, -70.6203216)",42.6556507,-70.6203216
4271,"Rowley, Massachusetts","(42.7136977, -70.8818364)",42.7136977,-70.8818364
4272,"Salisbury, Massachusetts","(42.8417577, -70.8606083)",42.8417577,-70.8606083
4273,"Endicott College, Massachusetts","(42.55406905, -70.8441366229226)",42.55406905,-70.84413662
4274,"Northfield, Massachusetts","(42.6784273, -72.4348221)",42.6784273,-72.4348221
4275,"Palmer, Massachusetts","(42.1876996, -72.3106991)",42.1876996,-72.3106991
4276,"Granby, Massachusetts","(42.2610187, -72.5041176)",42.2610187,-72.5041176
4277,"Sherborn, Massachusetts","(42.2389857, -71.3697814)",42.2389857,-71.3697814
4278,"Framingham State University, Massachusetts","(42.29777915, -71.43730637911767)",42.29777915,-71.43730638
4279,"Bellingham, Massachusetts","(42.0869493, -71.4746436)",42.0869493,-71.4746436
4280,"Wareham, Massachusetts","(41.7626037, -70.7217017)",41.7626037,-70.7217017
4281,"Northbridge, Massachusetts","(42.1324443, -71.6498211)",42.1324443,-71.6498211
4282,"Sutton, Massachusetts","(42.1368183, -71.7579876)",42.1368183,-71.7579876
4283,"Brewer, Maine","(44.796942, -68.760681)",44.796942,-68.760681
4284,"Topsham, Maine","(43.9275797, -69.9758839)",43.9275797,-69.9758839
4285,"Islesboro, Maine","(44.3084113, -68.9033651)",44.3084113,-68.9033651
4286,"Cassopolis, Michigan","(41.9117134, -86.0100069)",41.9117134,-86.0100069
4287,"Elsie, Michigan","(43.088639, -84.386926)",43.088639,-84.386926
4288,"Emmet, Michigan","(45.5064041, -84.8567966)",45.5064041,-84.8567966
4289,"Calumet, Michigan","(47.246592, -88.454006)",47.246592,-88.454006
4290,"Lake Linden, Michigan","(47.194092, -88.407339)",47.194092,-88.407339
4291,"Kinde, Michigan","(43.939459, -82.99689)",43.939459,-82.99689
4292,"Lansing Township, Michigan","(42.66872275, -84.66543379999999)",42.66872275,-84.6654338
4293,"Ionia, Michigan","(42.9469688, -85.0713945)",42.9469688,-85.0713945
4294,"Howell, Michigan","(42.6072552, -83.9293952)",42.6072552,-83.9293952
4295,"Negaunee, Michigan","(46.499102, -87.611803)",46.499102,-87.611803
4296,"Coleman, Michigan","(43.756695, -84.585843)",43.756695,-84.585843
4297,"Muskegon Township, Michigan","(43.25074015, -86.16671416660377)",43.25074015,-86.16671417
4298,"Highland Township, Michigan","(42.650205, -83.62202625504625)",42.650205,-83.62202626
4299,"Independence Township, Michigan","(42.7476365, -83.38931966891508)",42.7476365,-83.38931967
4300,"Oxford Township, Michigan","(42.051868, -86.496311)",42.051868,-86.496311
4301,"Rochester Hills, Michigan","(42.6583661, -83.1499322)",42.6583661,-83.1499322
4302,"Pleasant Ridge, Michigan","(42.471147, -83.1421482)",42.471147,-83.1421482
4303,"Oceana, Michigan","(43.6200297, -86.277073)",43.6200297,-86.277073
4304,"Gaylord, Michigan","(45.027513, -84.674752)",45.027513,-84.674752
4305,"Vassar, Michigan","(43.371968, -83.583292)",43.371968,-83.583292
4306,"Huron Township, Michigan","(42.1372282, -83.3634084)",42.1372282,-83.3634084
4307,"Hopkins, Minnesota","(44.9271194, -93.4074945)",44.9271194,-93.4074945
4308,"Nicollet, Minnesota","(44.3380412, -94.2362169)",44.3380412,-94.2362169
4309,"Sartell, Minnesota","(45.6216319, -94.2069365)",45.6216319,-94.2069365
4310,"Fredericktown, Missouri","(37.5597754, -90.294007)",37.5597754,-90.294007
4311,"Nodaway, Missouri","(40.3483437, -94.8723663)",40.3483437,-94.8723663
4312,"Maryville, Missouri","(40.3460468, -94.8723858)",40.3460468,-94.8723858
4313,"St. Louis Community College:, Missouri","(None, None)",,
4314,"Pagedale, Missouri","(38.6833847, -90.3076143)",38.6833847,-90.3076143
4315,"Schuyler, Missouri","(40.4644896, -92.5152037)",40.4644896,-92.5152037
4316,"Taney, Missouri","(36.6563729, -93.0665776)",36.6563729,-93.0665776
4317,"Warrenton, Missouri","(38.810751, -91.150268)",38.810751,-91.150268
4318,"Worth, Missouri","(40.4684837, -94.4176406)",40.4684837,-94.4176406
4319,"McCone, Montana","(47.5823259, -105.8467942)",47.5823259,-105.8467942
4320,"Stevensville, Montana","(46.5078975, -114.09084739956464)",46.5078975,-114.0908474
4321,"Sidney, Montana","(47.716735, -104.155973)",47.716735,-104.155973
4322,"Rosebud, Montana","(46.3894251, -106.6296053)",46.3894251,-106.6296053
4323,"Stillwater, Montana","(45.6540259, -109.3579352)",45.6540259,-109.3579352
4324,"University of Nebraska:, Nebraska","(41.257793250000006, -96.0104763)",41.25779325,-96.0104763
4325,"Bladen, North Carolina","(35.796182, -79.0863971)",35.796182,-79.0863971
4326,"Granite Falls, North Carolina","(35.7965205, -81.4306458)",35.7965205,-81.4306458
4327,"Newton, North Carolina","(35.6630887, -81.2219363)",35.6630887,-81.2219363
4328,"Cleveland, North Carolina","(35.7331953, -80.6770111)",35.7331953,-80.6770111
4329,"Mocksville, North Carolina","(35.8940236, -80.5617846)",35.8940236,-80.5617846
4330,"Duke University, North Carolina","(36.00015569999999, -78.94422972195878)",36.0001557,-78.94422972
4331,"Erwin, North Carolina","(35.3268292, -78.676128)",35.3268292,-78.676128
4332,"Mars Hill, North Carolina","(35.8263793, -82.5486848)",35.8263793,-82.5486848
4333,"Elizabeth City State University, North Carolina","(36.2800894, -76.21336428709832)",36.2800894,-76.21336429
4334,"Mayodan, North Carolina","(36.4123597, -79.9669857)",36.4123597,-79.9669857
4335,"Brevard, North Carolina","(35.2334472, -82.7342919)",35.2334472,-82.7342919
4336,"Apex, North Carolina","(35.7325352, -78.8505516)",35.7325352,-78.8505516
4337,"Boone, North Carolina","(36.216795, -81.6745517)",36.216795,-81.6745517
4338,"Barnes, North Dakota","(46.9310489, -98.0678849)",46.9310489,-98.0678849
4339,"University of North Dakota, North Dakota","(47.926541150000006, -97.07212085037051)",47.92654115,-97.07212085
4340,"McKenzie, North Dakota","(47.7702536, -103.4734684)",47.7702536,-103.4734684
4341,"Rugby, North Dakota","(48.368888, -99.996246)",48.368888,-99.996246
4342,"Ramsey, North Dakota","(48.2426199, -98.7062419)",48.2426199,-98.7062419
4343,"Richland, North Dakota","(46.2247251, -96.9470748)",46.2247251,-96.9470748
4344,"Wahpeton, North Dakota","(46.265879, -96.608863)",46.265879,-96.608863
4345,"Belfield, North Dakota","(46.8852906, -103.1996219)",46.8852906,-103.1996219
4346,"Dublin, New Hampshire","(42.9075823, -72.0625817)",42.9075823,-72.0625817
4347,"Antrim, New Hampshire","(43.0309142, -71.9389689)",43.0309142,-71.9389689
4348,"Barrington, New Hampshire","(43.223191, -71.047211)",43.223191,-71.047211
4349,"Northfield, New Jersey","(39.3703942, -74.5501546)",39.3703942,-74.5501546
4350,"Ho-Ho-Kus, New Jersey","(40.9976524, -74.110284)",40.9976524,-74.110284
4351,"Midland Park, New Jersey","(40.9893112, -74.1401008)",40.9893112,-74.1401008
4352,"New Milford, New Jersey","(40.9350986, -74.0190281)",40.9350986,-74.0190281
4353,"Wallington, New Jersey","(40.8531553, -74.1137537)",40.8531553,-74.1137537
4354,"Gloucester City, New Jersey","(39.8918622, -75.1161897)",39.8918622,-75.1161897
4355,"Stone Harbor, New Jersey","(39.0537129, -74.7584461)",39.0537129,-74.7584461
4356,"Fairfield Township, Essex County, New Jersey","(40.8837102, -74.3059823)",40.8837102,-74.3059823
4357,"Millburn Township, New Jersey","(40.385623, -74.283412)",40.385623,-74.283412
4358,"South Amboy, New Jersey","(40.4917725, -74.2832017)",40.4917725,-74.2832017
4359,"Sea Girt, New Jersey","(40.1320592, -74.0345813)",40.1320592,-74.0345813
4360,"Chatham, New Jersey","(40.7409242, -74.3836711)",40.7409242,-74.3836711
4361,"Florham Park, New Jersey","(40.787878, -74.3882072)",40.787878,-74.3882072
4362,"Bloomingdale, New Jersey","(41.002147, -74.3263326)",41.002147,-74.3263326
4363,"Bound Brook, New Jersey","(40.5684363, -74.5384889)",40.5684363,-74.5384889
4364,"Bridgewater Township, New Jersey","(40.596061000000006, -74.6038607920825)",40.596061,-74.60386079
4365,"Franklin Township, Somerset County, New Jersey","(40.464603999999994, -74.54192195467033)",40.464604,-74.54192195
4366,"Garwood, New Jersey","(40.6517692, -74.3229264)",40.6517692,-74.3229264
4367,"Roselle, New Jersey","(40.650392499999995, -74.26088332752404)",40.6503925,-74.26088333
4368,"Winfield Township, New Jersey","(39.776573, -75.012776)",39.776573,-75.012776
4369,"Truckee Meadows Community College, Nevada","(None, None)",,
4370,"Lancaster Town, New York","(42.9297019, -78.61977770465714)",42.9297019,-78.6197777
4371,"Cairo Town, New York","(42.2989749, -73.9984659)",42.2989749,-73.9984659
4372,"Webster Town and Village, New York","(43.4120138, -75.4207302)",43.4120138,-75.4207302
4373,"Port Washington, New York","(40.8254914, -73.68128200830327)",40.8254914,-73.68128201
4374,"Solvay Village, New York","(43.0581222, -76.2074263)",43.0581222,-76.2074263
4375,"North Greenbush Town, New York","(42.6695695, -73.66454726008371)",42.6695695,-73.66454726
4376,"Ogdensburg, New York","(44.694285, -75.486374)",44.694285,-75.486374
4377,"Scotia Village, New York","(42.8264652, -73.9642915)",42.8264652,-73.9642915
4378,"Conneaut, Ohio","(41.9440977, -80.5561011)",41.9440977,-80.5561011
4379,"Glouster, Ohio","(39.503126, -82.0845892)",39.503126,-82.0845892
4380,"Lyndhurst, Ohio","(41.520052, -81.488732)",41.520052,-81.488732
4381,"Sunbury, Ohio","(40.2425623, -82.8590673)",40.2425623,-82.8590673
4382,"Madison Township, Franklin County, Ohio","(39.8415311, -82.86748225697674)",39.8415311,-82.86748226
4383,"Gallia, Ohio","(38.8309103, -82.5176592)",38.8309103,-82.5176592
4384,"Cheviot, Ohio","(39.1570028, -84.6132787)",39.1570028,-84.6132787
4385,"Elmwood Place, Ohio","(39.1872809, -84.4879985)",39.1872809,-84.4879985
4386,"Hamilton County Park District, Ohio","(39.092867049999995, -84.50981708125789)",39.09286705,-84.50981708
4387,"Wellston, Ohio","(39.1234054, -82.5329377)",39.1234054,-82.5329377
4388,"Mentor, Ohio","(41.6661573, -81.339552)",41.6661573,-81.339552
4389,"Lakeland Community College, Ohio","(41.6392917, -81.36447765483356)",41.6392917,-81.36447765
4390,"Lawrence, Ohio","(38.645079, -82.6734967)",38.645079,-82.6734967
4391,"Montville Township, Ohio","(41.099350349999995, -81.83193611749363)",41.09935035,-81.83193612
4392,"Medina Township, Ohio","(41.168274499999995, -81.83152632661341)",41.1682745,-81.83152633
4393,"Coldwater, Ohio","(40.4797688, -84.628291)",40.4797688,-84.628291
4394,"West Carrollton, Ohio","(39.6722812, -84.2521632)",39.6722812,-84.2521632
4395,"Columbus Grove, Ohio","(40.919711, -84.0568336)",40.919711,-84.0568336
4396,"Sidney, Ohio","(40.2842164, -84.1554987)",40.2842164,-84.1554987
4397,"Howland Township, Ohio","(41.219677, -80.805816)",41.219677,-80.805816
4398,"Vienna Township, Ohio","(41.237121349999995, -80.66566472093521)",41.23712135,-80.66566472
4399,"Haskins, Ohio","(41.4647747, -83.7060473)",41.4647747,-83.7060473
4400,"Ohio State Highway Patrol, Ohio","(40.8611616, -82.27972382875248)",40.8611616,-82.27972383
4401,"Stilwell, Oklahoma","(35.814431, -94.6286156)",35.814431,-94.6286156
4402,"Carter, Oklahoma","(35.2189409, -99.5056465)",35.2189409,-99.5056465
4403,"Lawton, Oklahoma","(34.6086854, -98.3903305)",34.6086854,-98.3903305
4404,"Craig, Oklahoma","(34.8403759, -95.6274837)",34.8403759,-95.6274837
4405,"Stigler, Oklahoma","(35.253708, -95.1230169)",35.253708,-95.1230169
4406,"Kiowa, Oklahoma","(34.7206516, -95.8991586)",34.7206516,-95.8991586
4407,"Lincoln, Oklahoma","(34.4939594, -99.7603725)",34.4939594,-99.7603725
4408,"Broken Bow, Oklahoma","(34.0292764, -94.7391045)",34.0292764,-94.7391045
4409,"McAlester, Oklahoma","(34.9334981, -95.7697934)",34.9334981,-95.7697934
4410,"Guymon, Oklahoma","(36.6828041, -101.4815493)",36.6828041,-101.4815493
4411,"Jenks, Oklahoma","(36.0228734, -95.9683278)",36.0228734,-95.9683278
4412,"Gresham, Oregon","(45.4997475, -122.4309766)",45.4997475,-122.4309766
4413,"La Grande, Oregon","(45.3246068, -118.0878695)",45.3246068,-118.0878695
4414,"Washington, Oregon","(47.8453492, -121.6457427)",47.8453492,-121.6457427
4415,"Cornelius, Oregon","(45.5198001, -123.0556202)",45.5198001,-123.0556202
4416,"University of Pittsburgh:, Pennsylvania","(40.44415295, -79.96246095144505)",40.44415295,-79.96246095
4417,"Allegheny County Port Authority, Pennsylvania","(None, None)",,
4418,"Brighton Township, Pennsylvania","(40.70344905, -80.36254750981993)",40.70344905,-80.36254751
4419,"New Garden Township, Pennsylvania","(39.803430649999996, -75.75077556675976)",39.80343065,-75.75077557
4420,"New Cumberland, Pennsylvania","(40.2323122, -76.8846956)",40.2323122,-76.8846956
4421,"Delaware County Park, Pennsylvania","(39.89009025, -75.34579042546414)",39.89009025,-75.34579043
4422,"Columbia, Pennsylvania","(40.032089, -76.5016402)",40.032089,-76.5016402
4423,"Richmond, Rhode Island","(41.4998322, -71.660263)",41.4998322,-71.660263
4424,"United States Department of Energy Savannah River Plant, South Carolina","(None, None)",,
4425,"Trident Technical College, South Carolina","(32.9257293, -80.0309214)",32.9257293,-80.0309214
4426,"Surfside Beach, South Carolina","(33.6060031, -78.9730887)",33.6060031,-78.9730887
4427,"Santee, South Carolina","(33.4751634, -80.4864764)",33.4751634,-80.4864764
4428,"Hemingway, South Carolina","(33.7537774, -79.4475566)",33.7537774,-79.4475566
4429,"Brookings, South Dakota","(44.311461, -96.79844)",44.311461,-96.79844
4430,"Brown, South Dakota","(45.5832968, -98.3674786)",45.5832968,-98.3674786
4431,"Gettysburg, South Dakota","(45.011647, -99.955673)",45.011647,-99.955673
4432,"Beresford, South Dakota","(43.080545, -96.773655)",43.080545,-96.773655
4433,"Bedford, Tennessee","(35.463684, -86.5736066)",35.463684,-86.5736066
4434,"Cowan, Tennessee","(35.1645273, -86.0105376)",35.1645273,-86.0105376
4435,"Huntland, Tennessee","(35.0511972, -86.2697099)",35.0511972,-86.2697099
4436,"Niota, Tennessee","(35.5134072, -84.5452097)",35.5134072,-84.5452097
4437,"Tennessee Technological University, Tennessee","(36.1748745, -85.50890526637208)",36.1748745,-85.50890527
4438,"Roane, Tennessee","(35.84857, -84.5225522)",35.84857,-84.5225522
4439,"Dunlap, Tennessee","(35.3714575, -85.3905209)",35.3714575,-85.3905209
4440,"Dover, Tennessee","(36.4878291, -87.8383567)",36.4878291,-87.8383567
4441,"East Tennessee State University, Tennessee","(36.3022214, -82.36945750910178)",36.3022214,-82.36945751
4442,"Fairview, Tennessee","(35.9820074, -87.1213953)",35.9820074,-87.1213953
4443,"Alamo Colleges District, Texas","(None, None)",,
4444,"Brazoria, Texas","(29.18161, -95.4993375)",29.18161,-95.4993375
4445,"Port Lavaca, Texas","(28.6149968, -96.6260892)",28.6149968,-96.6260892
4446,"Rusk, Texas","(32.051377, -94.7906553)",32.051377,-94.7906553
4447,"Dalhart, Texas","(36.0594772, -102.5132497)",36.0594772,-102.5132497
4448,"Grand Prairie, Texas","(32.657368000000005, -97.02846624175038)",32.657368,-97.02846624
4449,"Hospital District:, Texas","(14.6155118, 121.1007954)",14.6155118,121.1007954
4450,"Cisco, Texas","(32.3828077, -98.9797165)",32.3828077,-98.9797165
4451,"Dublin, Texas","(32.0861509, -98.341871)",32.0861509,-98.341871
4452,"La Grange, Texas","(29.9080038, -96.8730449)",29.9080038,-96.8730449
4453,"Fairfield, Texas","(31.7244035, -96.1648789)",31.7244035,-96.1648789
4454,"Gray, Texas","(35.3711816, -100.7892236)",35.3711816,-100.7892236
4455,"Texas Tech University:, Texas","(33.59375255, -101.89959552302756)",33.59375255,-101.8995955
4456,"Madisonville, Texas","(30.9498688, -95.9127773)",30.9498688,-95.9127773
4457,"Martin, Texas","(32.2675039, -101.9190317)",32.2675039,-101.9190317
4458,"Parker, Texas","(32.7599475, -97.7935767)",32.7599475,-97.7935767
4459,"Weatherford, Texas","(32.7589648, -97.7970748)",32.7589648,-97.7970748
4460,"Smith, Texas","(32.3402898, -95.2563971)",32.3402898,-95.2563971
4461,"Young, Texas","(33.1508315, -98.6962766)",33.1508315,-98.6962766
4462,"Zavala, Texas","(28.8366612, -99.767631)",28.8366612,-99.767631
4463,"Brigham Young University, Utah","(40.25501105, -111.64965660160263)",40.25501105,-111.6496566
4464,"Altavista, Virginia","(37.1118094, -79.285579)",37.1118094,-79.285579
4465,"Franklin, Virginia","(36.67871835, -76.9326942827233)",36.67871835,-76.93269428
4466,"Henry, Virginia","(39.2231623, -79.4211605)",39.2231623,-79.4211605
4467,"Kenbridge, Virginia","(36.9621887, -78.125259)",36.9621887,-78.125259
4468,"Rockbridge, Virginia","(37.8331804, -79.4622597)",37.8331804,-79.4622597
4469,"Shenandoah, Virginia","(38.4851245, -78.625016)",38.4851245,-78.625016
4470,"Marion, Virginia","(36.8348383, -81.5148368)",36.8348383,-81.5148368
4471,"Chilhowie, Virginia","(36.7984482, -81.6823411)",36.7984482,-81.6823411
4472,"Fairfax City, Virginia","(38.8506152, -77.3005455)",38.8506152,-77.3005455
4473,"Norfolk State University, Virginia","(36.8482215, -76.26296420861456)",36.8482215,-76.26296421
4474,"Windham, Vermont","(43.1793702, -72.7258735)",43.1793702,-72.7258735
4475,"Asotin, Washington","(46.3393265, -117.0482116)",46.3393265,-117.0482116
4476,"Republic, Washington","(48.6482183, -118.7378067)",48.6482183,-118.7378067
4477,"Soap Lake, Washington","(47.389307, -119.490591)",47.389307,-119.490591
4478,"SeaTac, Washington","(47.4449086, -122.2830842)",47.4449086,-122.2830842
4479,"Okanogan, Washington","(48.5158513, -119.6527477)",48.5158513,-119.6527477
4480,"Oroville, Washington","(48.936466499999995, -119.43514029505553)",48.9364665,-119.4351403
4481,"Steilacoom, Washington","(47.1703692, -122.5962874)",47.1703692,-122.5962874
4482,"Arlington, Washington","(48.1810957, -122.1389548)",48.1810957,-122.1389548
4483,"Marysville, Washington","(48.0517429, -122.1768209)",48.0517429,-122.1768209
4484,"Mukilteo, Washington","(47.9474034, -122.3036992)",47.9474034,-122.3036992
4485,"Woodway, Washington","(47.7900365, -122.3823625)",47.7900365,-122.3823625
4486,"Zillah, Washington","(46.4020734, -120.2619988)",46.4020734,-120.2619988
4487,"Lummi Tribal, Washington","(48.7937146, -122.6238048)",48.7937146,-122.6238048
4488,"Ashland, Wisconsin","(46.2062319, -90.6802594)",46.2062319,-90.6802594
4489,"Rice Lake, Wisconsin","(45.5027976, -91.7331646)",45.5027976,-91.7331646
4490,"Menomonie, Wisconsin","(44.8755183, -91.9193422)",44.8755183,-91.9193422
4491,"Fennimore, Wisconsin","(42.9836175, -90.6556019)",42.9836175,-90.6556019
4492,"Lancaster, Wisconsin","(42.8471782, -90.7096433)",42.8471782,-90.7096433
4493,"Muscoda, Wisconsin","(43.1853502, -90.4430489)",43.1853502,-90.4430489
4494,"Onalaska, Wisconsin","(43.8830606, -91.2343539)",43.8830606,-91.2343539
4495,"Campbell Township, Wisconsin","(43.0621634, -89.4107957)",43.0621634,-89.4107957
4496,"Darlington, Wisconsin","(42.6829066, -90.117812)",42.6829066,-90.117812
4497,"Rock, Wisconsin","(42.8511209, -89.4882895)",42.8511209,-89.4882895
4498,"Beloit, Wisconsin","(42.5083272, -89.031784)",42.5083272,-89.031784
4499,"Mason, West Virginia","(39.021745, -82.0290296)",39.021745,-82.0290296
4500,"Juneau, Alaska","(58.3019496, -134.419734)",58.3019496,-134.419734
4501,"Wasilla, Alaska","(61.5824216, -149.4425638)",61.5824216,-149.4425638
4502,"Little Rock, Arkansas","(34.7464809, -92.2895948)",34.7464809,-92.2895948
4503,"Sevier, Arkansas","(33.9867858, -94.243888)",33.9867858,-94.243888
4504,"St. Johns, Arizona","(34.5058698, -109.3609327)",34.5058698,-109.3609327
4505,"Sahuarita, Arizona","(31.9575818, -110.955646)",31.9575818,-110.955646
4506,"Clayton, California","(37.9410341, -121.9357925)",37.9410341,-121.9357925
4507,"Danville, California","(37.8215929, -121.9999606)",37.8215929,-121.9999606
4508,"Kingsburg, California","(36.5138398, -119.5538929)",36.5138398,-119.5538929
4509,"Culver City, California","(34.0211224, -118.396466)",34.0211224,-118.396466
4510,"San Fernando, California","(34.28497, -118.437652)",34.28497,-118.437652
4511,"Desert Hot Springs, California","(33.961124, -116.5016784)",33.961124,-116.5016784
4512,"Wildomar, California","(33.5939372, -117.2414989)",33.5939372,-117.2414989
4513,"California State Fair, California","(33.661965800000004, -117.90215461503385)",33.6619658,-117.9021546
4514,"Loma Linda, California","(34.075626, -117.25204775)",34.075626,-117.2520478
4515,"Solvang, California","(34.5958572, -120.1390894)",34.5958572,-120.1390894
4516,"Suisun City, California","(38.24582825, -121.9722339894544)",38.24582825,-121.972234
4517,"Sebastopol, California","(38.4021127, -122.8242666)",38.4021127,-122.8242666
4518,"Nederland, Colorado","(39.9613759, -105.5108312)",39.9613759,-105.5108312
4519,"Custer, Colorado","(38.1072962, -105.3543375)",38.1072962,-105.3543375
4520,"Delta, Colorado","(38.8368777, -107.8568294)",38.8368777,-107.8568294
4521,"Carbondale, Colorado","(39.4022054, -107.2111628)",39.4022054,-107.2111628
4522,"San Juan, Colorado","(37.7633081, -107.6495508)",37.7633081,-107.6495508
4523,"Silverthorne, Colorado","(39.657180499999996, -106.08221484402384)",39.6571805,-106.0822148
4524,"East Haven, Connecticut","(41.2762081, -72.8684337)",41.2762081,-72.8684337
4525,"Ledyard, Connecticut","(41.4386053, -72.0175193)",41.4386053,-72.0175193
4526,"Ridgefield, Connecticut","(41.2814842, -73.4981792)",41.2814842,-73.4981792
4527,"Rocky Hill, Connecticut","(41.6648216, -72.6392587)",41.6648216,-72.6392587
4528,"Wethersfield, Connecticut","(41.7142665, -72.6525922)",41.7142665,-72.6525922
4529,"Mashantucket Pequot Tribal, Connecticut","(41.4865861, -71.94999210431749)",41.4865861,-71.9499921
4530,"Cocoa, Florida","(28.3820058, -80.7796261877344)",28.3820058,-80.77962619
4531,"Tamarac, Florida","(26.2128609, -80.2497707)",26.2128609,-80.2497707
4532,"Southwest Ranches, Florida","(26.0587001, -80.3372733)",26.0587001,-80.3372733
4533,"West Park, Florida","(25.984536, -80.1989362)",25.984536,-80.1989362
4534,"Arcadia, Florida","(27.2244502, -81.86105273443341)",27.2244502,-81.86105273
4535,"Tampa, Florida","(27.9477595, -82.458444)",27.9477595,-82.458444
4536,"Fulton County Police Department, Georgia","(None, None)",,
4537,"Boone, Iowa","(42.0171798, -93.9254114)",42.0171798,-93.9254114
4538,"Clinton, Iowa","(41.9054695, -90.5599971)",41.9054695,-90.5599971
4539,"Newton, Iowa","(41.6996927, -93.0537592)",41.6996927,-93.0537592
4540,"North Liberty, Iowa","(41.748868, -91.5972564)",41.748868,-91.5972564
4541,"Linn, Iowa","(42.0631825, -91.6037932)",42.0631825,-91.6037932
4542,"Oskaloosa, Iowa","(41.2963365, -92.6449612)",41.2963365,-92.6449612
4543,"West Des Moines, Iowa","(41.5645337, -93.7595281)",41.5645337,-93.7595281
4544,"Benewah, Idaho","(47.2162961, -116.6654616)",47.2162961,-116.6654616
4545,"Blackfoot, Idaho","(43.190039, -112.348357)",43.190039,-112.348357
4546,"Mountain Home, Idaho","(43.1329504, -115.6911975)",43.1329504,-115.6911975
4547,"Moscow, Idaho","(46.7323875, -117.0001651)",46.7323875,-117.0001651
4548,"Charleston, Illinois","(39.4961458, -88.1761521)",39.4961458,-88.1761521
4549,"Elk Grove Village, Illinois","(42.0041236, -87.9706457)",42.0041236,-87.9706457
4550,"Flossmoor, Illinois","(41.5428123, -87.6847684)",41.5428123,-87.6847684
4551,"Glenwood, Illinois","(41.5424867, -87.6022765)",41.5424867,-87.6022765
4552,"Robinson, Illinois","(39.0053201, -87.7391936)",39.0053201,-87.7391936
4553,"Effingham, Illinois","(39.0520902, -88.6029006)",39.0520902,-88.6029006
4554,"Southern Illinois University:, Illinois","(37.7083423, -89.22755559722675)",37.7083423,-89.2275556
4555,"Woodstock, Illinois","(42.3147529, -88.4474302)",42.3147529,-88.4474302
4556,"Collinsville, Illinois","(38.6703267, -89.9845476)",38.6703267,-89.9845476
4557,"Morrison, Illinois","(41.809751, -89.9651186)",41.809751,-89.9651186
4558,"Braidwood, Illinois","(41.2650318, -88.2122823)",41.2650318,-88.2122823
4559,"Crete, Illinois","(41.4445334, -87.6313829)",41.4445334,-87.6313829
4560,"New Lenox, Illinois","(41.5119761, -87.9656098)",41.5119761,-87.9656098
4561,"Brown, Indiana","(39.1702353, -84.8620962)",39.1702353,-84.8620962
4562,"Dubois, Indiana","(38.445332, -86.8044393)",38.445332,-86.8044393
4563,"Munster, Indiana","(41.5644798, -87.5125412)",41.5644798,-87.5125412
4564,"Westville, Indiana","(41.5414297, -86.9005825)",41.5414297,-86.9005825
4565,"Porter, Indiana","(41.6156584, -87.0741735)",41.6156584,-87.0741735
4566,"El Dorado, Kansas","(37.81724, -96.8622524)",37.81724,-96.8622524
4567,"Greeley, Kansas","(38.4570355, -101.8185007)",38.4570355,-101.8185007
4568,"Linn, Kansas","(38.1965927, -94.8578272)",38.1965927,-94.8578272
4569,"Oakley, Kansas","(39.126385, -100.855611)",39.126385,-100.855611
4570,"Coffeyville, Kansas","(37.0372999, -95.6163634)",37.0372999,-95.6163634
4571,"Reno, Kansas","(37.930344, -98.1055753)",37.930344,-98.1055753
4572,"Wabaunsee, Kansas","(38.9468399, -96.1991241)",38.9468399,-96.1991241
4573,"Cave City, Kentucky","(37.1367544, -85.9562169)",37.1367544,-85.9562169
4574,"Cloverport, Kentucky","(37.8333902, -86.6327615)",37.8333902,-86.6327615
4575,"Highland Heights , Kentucky","(39.0330902, -84.4521512)",39.0330902,-84.4521512
4576,"Loyall, Kentucky","(36.8520327, -83.3540718)",36.8520327,-83.3540718
4577,"Jefferson, Kentucky","(34.19217, -91.992852)",34.19217,-91.992852
4578,"Audubon Park, Kentucky","(38.2039592, -85.7252394)",38.2039592,-85.7252394
4579,"Lakeside Park-Crestview Hills, Kentucky","(39.0258099, -84.5740945)",39.0258099,-84.5740945
4580,"Northern Kentucky Drug Strike Force, Kentucky","(None, None)",,
4581,"Letcher, Kentucky","(37.1450963, -82.9590507)",37.1450963,-82.9590507
4582,"McCreary, Kentucky","(37.6711917, -84.5154934)",37.6711917,-84.5154934
4583,"Edmonton, Kentucky","(36.9800563, -85.6121906)",36.9800563,-85.6121906
4584,"Muhlenberg County Police Department, Kentucky","(None, None)",,
4585,"Stanton, Kentucky","(37.8456373, -83.8582525)",37.8456373,-83.8582525
4586,"Avoyelles, Louisiana","(31.0471604, -92.0019698)",31.0471604,-92.0019698
4587,"Baton Rouge, Louisiana","(30.4459596, -91.18738)",30.4459596,-91.18738
4588,"Thibodaux, Louisiana","(29.7957633, -90.822871)",29.7957633,-90.822871
4589,"Lenox, Massachusetts","(42.3711232, -73.2721461)",42.3711232,-73.2721461
4590,"Freetown, Massachusetts","(41.7944569, -71.0655834)",41.7944569,-71.0655834
4591,"Boxford, Massachusetts","(42.677746850000005, -71.00127464149776)",42.67774685,-71.00127464
4592,"Topsfield, Massachusetts","(42.6375935, -70.9494966)",42.6375935,-70.9494966
